order_id,product_id,customer_id,employee_id,shipper_id,order_date,month_order,order_year,order_quarter,order_month,order_month_abbr,required_date,shipped_date,ship_status,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,customer_name,customer_contact,customer_phone,customer_city,customer_region,customer_postal_code,customer_country,employee_name,employee_title,employee_city,employee_country,shipper_name,product_name,catalog_unit_price,price_band,category_id,category_name,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight,discount_flag,freight_ratio,repeat_customer_flag,delivery_days,is_late,ship_speed_category,pk_composite
10569,76,RATTC,5,1,2024-11-27,2024-11-01,2024,4,11,Nov,2024-12-25,2024-12-22,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,North America,87110,USA,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Lakkalikööri,18.0,10–20,1,Beverages,18.0,30,0.0,0,540.0,35.79,575.79,0,0.06627777777777778,1,25.0,0,Slow,10569_76
10570,11,MEREP,3,3,2024-11-28,2024-11-01,2024,4,11,Nov,2024-12-26,2024-11-30,On time,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,(514) 555-8054,Montréal,North America,H1J 1C3,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Queso Cabrales,21.0,20–50,4,Dairy Products,21.0,15,0.05,5,299.25,22.94,322.19,1,0.07665831244778613,1,2.0,0,Fast,10570_11
10570,56,MEREP,3,3,2024-11-28,2024-11-01,2024,4,11,Nov,2024-12-26,2024-11-30,On time,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,(514) 555-8054,Montréal,North America,H1J 1C3,Canada,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Gnocchi di nonna Alice,38.0,20–50,5,Grains/Cereals,38.0,60,0.05,5,2166.0,166.05,2332.05,1,0.07666204986149586,1,2.0,0,Fast,10570_56
10571,14,ERNSH,8,3,2024-11-28,2024-11-01,2024,4,11,Nov,2025-01-09,2024-12-15,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Tofu,23.25,20–50,7,Produce,23.25,11,0.15,15,217.39,10.29,227.68,1,0.04733428400570403,1,17.0,0,Slow,10571_14
10571,42,ERNSH,8,3,2024-11-28,2024-11-01,2024,4,11,Nov,2025-01-09,2024-12-15,On time,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,Europe,8010,Austria,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Singaporean Hokkien Fried Mee,14.0,10–20,5,Grains/Cereals,14.0,28,0.15,15,333.2,15.77,348.97,1,0.04732893157262905,1,17.0,0,Slow,10571_42
10572,16,BERGS,3,2,2024-11-29,2024-11-01,2024,4,11,Nov,2024-12-27,2024-12-06,On time,Berglunds snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,0921-12 34 65,Luleå,Europe,S-958 22,Sweden,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Pavlova,17.45,10–20,3,Confections,17.45,12,0.1,10,188.46,14.62,203.08,1,0.07757614347872227,1,7.0,0,Slow,10572_16
10572,32,BERGS,3,2,2024-11-29,2024-11-01,2024,4,11,Nov,2024-12-27,2024-12-06,On time,Berglunds snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,0921-12 34 65,Luleå,Europe,S-958 22,Sweden,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Mascarpone Fabioli,32.0,20–50,4,Dairy Products,32.0,10,0.1,10,288.0,22.34,310.34,1,0.07756944444444444,1,7.0,0,Slow,10572_32
10572,40,BERGS,3,2,2024-11-29,2024-11-01,2024,4,11,Nov,2024-12-27,2024-12-06,On time,Berglunds snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,0921-12 34 65,Luleå,Europe,S-958 22,Sweden,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Boston Crab Meat,18.4,10–20,8,Seafood,18.4,50,0.0,0,920.0,71.36,991.36,0,0.07756521739130434,1,7.0,0,Slow,10572_40
10572,75,BERGS,3,2,2024-11-29,2024-11-01,2024,4,11,Nov,2024-12-27,2024-12-06,On time,Berglunds snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,0921-12 34 65,Luleå,Europe,S-958 22,Sweden,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Rhönbräu Klosterbier,7.75,<10,1,Beverages,7.75,15,0.1,10,104.62,8.11,112.73,1,0.07751863888357866,1,7.0,0,Slow,10572_75
10573,17,ANTON,7,3,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-01,On time,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Unknown,5023,Mexico,Antonio Moreno Taquería,Antonio Moreno,(5) 555-3932,México D.F.,North America,5023,Mexico,Robert King,Sales Representative,London,UK,Federal Shipping,Alice Mutton,39.0,20–50,6,Meat/Poultry,39.0,18,0.0,0,702.0,28.61,730.61,0,0.040754985754985755,1,1.0,0,Fast,10573_17
10573,34,ANTON,7,3,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-01,On time,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Unknown,5023,Mexico,Antonio Moreno Taquería,Antonio Moreno,(5) 555-3932,México D.F.,North America,5023,Mexico,Robert King,Sales Representative,London,UK,Federal Shipping,Sasquatch Ale,14.0,10–20,1,Beverages,14.0,40,0.0,0,560.0,22.82,582.82,0,0.04075,1,1.0,0,Fast,10573_34
10573,53,ANTON,7,3,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-01,On time,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Unknown,5023,Mexico,Antonio Moreno Taquería,Antonio Moreno,(5) 555-3932,México D.F.,North America,5023,Mexico,Robert King,Sales Representative,London,UK,Federal Shipping,Perth Pasties,32.8,20–50,6,Meat/Poultry,32.8,25,0.0,0,820.0,33.41,853.41,0,0.040743902439024385,1,1.0,0,Fast,10573_53
10574,33,TRAIH,4,2,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Geitost,2.5,<10,4,Dairy Products,2.5,14,0.0,0,35.0,1.72,36.72,0,0.04914285714285714,1,11.0,0,Slow,10574_33
10574,40,TRAIH,4,2,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Boston Crab Meat,18.4,10–20,8,Seafood,18.4,2,0.0,0,36.8,1.81,38.61,0,0.04918478260869566,1,11.0,0,Slow,10574_40
10574,62,TRAIH,4,2,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Tarte au sucre,49.3,20–50,3,Confections,49.3,10,0.0,0,493.0,24.25,517.25,0,0.049188640973630834,1,11.0,0,Slow,10574_62
10574,64,TRAIH,4,2,2024-11-30,2024-11-01,2024,4,11,Nov,2024-12-28,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Wimmers gute Semmelknödel,33.25,20–50,5,Grains/Cereals,33.25,6,0.0,0,199.5,9.81,209.31,0,0.04917293233082707,1,11.0,0,Slow,10574_64
10575,59,MORGK,5,1,2024-12-01,2024-12-01,2024,4,12,Dec,2024-12-15,2024-12-11,On time,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,Morgenstern Gesundkost,Alexander Feuer,0342-023176,Leipzig,Europe,4179,Germany,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Raclette Courdavault,55.0,>50,4,Dairy Products,55.0,12,0.0,0,660.0,39.14,699.14,0,0.0593030303030303,1,10.0,0,Slow,10575_59
10575,63,MORGK,5,1,2024-12-01,2024-12-01,2024,4,12,Dec,2024-12-15,2024-12-11,On time,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,Morgenstern Gesundkost,Alexander Feuer,0342-023176,Leipzig,Europe,4179,Germany,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Vegie-spread,43.9,20–50,2,Condiments,43.9,6,0.0,0,263.4,15.62,279.02,0,0.05930144267274108,1,10.0,0,Slow,10575_63
10575,72,MORGK,5,1,2024-12-01,2024-12-01,2024,4,12,Dec,2024-12-15,2024-12-11,On time,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,Morgenstern Gesundkost,Alexander Feuer,0342-023176,Leipzig,Europe,4179,Germany,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Mozzarella di Giovanni,34.8,20–50,4,Dairy Products,34.8,30,0.0,0,1044.0,61.91,1105.91,0,0.0593007662835249,1,10.0,0,Slow,10575_72
10575,76,MORGK,5,1,2024-12-01,2024-12-01,2024,4,12,Dec,2024-12-15,2024-12-11,On time,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,Morgenstern Gesundkost,Alexander Feuer,0342-023176,Leipzig,Europe,4179,Germany,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Lakkalikööri,18.0,10–20,1,Beverages,18.0,10,0.0,0,180.0,10.67,190.67,0,0.059277777777777776,1,10.0,0,Slow,10575_76
10576,1,TORTU,3,3,2024-12-04,2024-12-01,2024,4,12,Dec,2024-12-18,2024-12-11,On time,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,México D.F.,North America,5033,Mexico,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Chai,18.0,10–20,1,Beverages,18.0,10,0.0,0,180.0,3.98,183.98,0,0.022111111111111113,1,7.0,0,Slow,10576_1
10576,31,TORTU,3,3,2024-12-04,2024-12-01,2024,4,12,Dec,2024-12-18,2024-12-11,On time,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,México D.F.,North America,5033,Mexico,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Gorgonzola Telino,12.5,10–20,4,Dairy Products,12.5,20,0.0,0,250.0,5.53,255.53,0,0.02212,1,7.0,0,Slow,10576_31
10576,44,TORTU,3,3,2024-12-04,2024-12-01,2024,4,12,Dec,2024-12-18,2024-12-11,On time,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,5033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,(5) 555-2933,México D.F.,North America,5033,Mexico,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Gula Malacca,19.45,10–20,2,Condiments,19.45,21,0.0,0,408.45,9.04,417.49,0,0.022132451952503365,1,7.0,0,Slow,10576_44
10577,39,TRAIH,9,2,2024-12-04,2024-12-01,2024,4,12,Dec,2025-01-15,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Anne Dodsworth,Sales Representative,London,UK,United Package,Chartreuse verte,18.0,10–20,1,Beverages,18.0,10,0.0,0,180.0,8.04,188.04,0,0.04466666666666666,1,7.0,0,Slow,10577_39
10577,75,TRAIH,9,2,2024-12-04,2024-12-01,2024,4,12,Dec,2025-01-15,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Anne Dodsworth,Sales Representative,London,UK,United Package,Rhönbräu Klosterbier,7.75,<10,1,Beverages,7.75,20,0.0,0,155.0,6.92,161.92,0,0.04464516129032258,1,7.0,0,Slow,10577_75
10577,77,TRAIH,9,2,2024-12-04,2024-12-01,2024,4,12,Dec,2025-01-15,2024-12-11,On time,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,(206) 555-8257,Kirkland,North America,98034,USA,Anne Dodsworth,Sales Representative,London,UK,United Package,Original Frankfurter grüne Soße,13.0,10–20,2,Condiments,13.0,18,0.0,0,234.0,10.45,244.45,0,0.04465811965811965,1,7.0,0,Slow,10577_77
10578,35,BSBEV,4,3,2024-12-05,2024-12-01,2024,4,12,Dec,2025-01-02,2025-01-05,Late,B's Beverages,Fauntleroy Circus,London,Unknown,EC2 5NT,UK,B's Beverages,Victoria Ashworth,(171) 555-1212,London,Europe,EC2 5NT,UK,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Steeleye Stout,18.0,10–20,1,Beverages,18.0,20,0.0,0,360.0,22.34,382.34,0,0.06205555555555556,1,31.0,1,Slow,10578_35
10578,57,BSBEV,4,3,2024-12-05,2024-12-01,2024,4,12,Dec,2025-01-02,2025-01-05,Late,B's Beverages,Fauntleroy Circus,London,Unknown,EC2 5NT,UK,B's Beverages,Victoria Ashworth,(171) 555-1212,London,Europe,EC2 5NT,UK,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Ravioli Angelo,19.5,10–20,5,Grains/Cereals,19.5,6,0.0,0,117.0,7.26,124.26,0,0.06205128205128205,1,31.0,1,Slow,10578_57
10579,15,LETSS,1,2,2024-12-06,2024-12-01,2024,4,12,Dec,2025-01-03,2024-12-15,On time,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,Let's Stop N Shop,Jaime Yorres,(415) 555-5938,San Francisco,North America,94117,USA,Nancy Davolio,Sales Representative,Seattle,USA,United Package,Genen Shouyu,13.0,10–20,2,Condiments,15.5,10,0.0,0,155.0,6.7,161.7,0,0.043225806451612905,1,9.0,0,Slow,10579_15
10579,75,LETSS,1,2,2024-12-06,2024-12-01,2024,4,12,Dec,2025-01-03,2024-12-15,On time,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,Let's Stop N Shop,Jaime Yorres,(415) 555-5938,San Francisco,North America,94117,USA,Nancy Davolio,Sales Representative,Seattle,USA,United Package,Rhönbräu Klosterbier,7.75,<10,1,Beverages,7.75,21,0.0,0,162.75,7.03,169.78,0,0.04319508448540707,1,9.0,0,Slow,10579_75
10580,14,OTTIK,4,3,2024-12-07,2024-12-01,2024,4,12,Dec,2025-01-04,2024-12-12,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Tofu,23.25,20–50,7,Produce,23.25,15,0.05,5,331.31,24.8,356.11,1,0.0748543660016299,1,5.0,0,Medium,10580_14
10580,41,OTTIK,4,3,2024-12-07,2024-12-01,2024,4,12,Dec,2025-01-04,2024-12-12,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Jack's New England Clam Chowder,9.65,<10,8,Seafood,9.65,9,0.05,5,82.51,6.18,88.69,1,0.07490001211974305,1,5.0,0,Medium,10580_41
10580,65,OTTIK,4,3,2024-12-07,2024-12-01,2024,4,12,Dec,2025-01-04,2024-12-12,On time,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,0221-0644327,Köln,Europe,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Louisiana Fiery Hot Pepper Sauce,21.05,20–50,2,Condiments,21.05,30,0.05,5,599.92,44.91,644.83,1,0.07485998133084411,1,5.0,0,Medium,10580_65
10581,75,FAMIA,3,1,2024-12-07,2024-12-01,2024,4,12,Dec,2025-01-04,2024-12-13,On time,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,(11) 555-9857,Sao Paulo,South America,05442-030,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Rhönbräu Klosterbier,7.75,<10,1,Beverages,7.75,50,0.2,20,310.0,3.01,313.01,1,0.009709677419354837,1,6.0,0,Slow,10581_75
10582,57,BLAUS,3,2,2024-12-08,2024-12-01,2024,4,12,Dec,2025-01-05,2024-12-25,On time,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,Blauer See Delikatessen,Hanna Moos,0621-08460,Mannheim,Europe,68306,Germany,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Ravioli Angelo,19.5,10–20,5,Grains/Cereals,19.5,4,0.0,0,78.0,6.55,84.55,0,0.08397435897435897,1,17.0,0,Slow,10582_57
10582,76,BLAUS,3,2,2024-12-08,2024-12-01,2024,4,12,Dec,2025-01-05,2024-12-25,On time,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,Blauer See Delikatessen,Hanna Moos,0621-08460,Mannheim,Europe,68306,Germany,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Lakkalikööri,18.0,10–20,1,Beverages,18.0,14,0.0,0,252.0,21.16,273.16,0,0.08396825396825397,1,17.0,0,Slow,10582_76
10583,29,WARTH,2,2,2024-12-11,2024-12-01,2024,4,12,Dec,2025-01-08,2024-12-15,On time,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,Europe,90110,Finland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Thüringer Rostbratwurst,123.79,>50,6,Meat/Poultry,123.79,10,0.0,0,1237.9,4.03,1241.93,0,0.0032555133694159464,1,4.0,0,Medium,10583_29
10583,60,WARTH,2,2,2024-12-11,2024-12-01,2024,4,12,Dec,2025-01-08,2024-12-15,On time,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,Europe,90110,Finland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Camembert Pierrot,34.0,20–50,4,Dairy Products,34.0,24,0.15,15,693.6,2.26,695.86,1,0.00325836216839677,1,4.0,0,Medium,10583_60
10583,69,WARTH,2,2,2024-12-11,2024-12-01,2024,4,12,Dec,2025-01-08,2024-12-15,On time,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,Europe,90110,Finland,Andrew Fuller,"Vice President, Sales",Tacoma,USA,United Package,Gudbrandsdalsost,36.0,20–50,4,Dairy Products,36.0,10,0.15,15,306.0,1.0,307.0,1,0.0032679738562091504,1,4.0,0,Medium,10583_69
10584,31,BLONP,4,1,2024-12-11,2024-12-01,2024,4,12,Dec,2025-01-08,2024-12-15,On time,Blondel père et fils,"24, place Kléber",Strasbourg,Unknown,67000,France,Blondesddsl pÃ¨re et fils,Frédérique Citeaux,88.60.15.31,Strasbourg,Europe,67000,France,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Gorgonzola Telino,12.5,10–20,4,Dairy Products,12.5,50,0.05,5,593.75,59.14,652.89,1,0.0996042105263158,1,4.0,0,Medium,10584_31
10585,47,WELLI,7,1,2024-12-12,2024-12-01,2024,4,12,Dec,2025-01-09,2024-12-21,On time,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Wellington Importadora,Paula Parente,(14) 555-8122,Resende,South America,08737-363,Brazil,Robert King,Sales Representative,London,UK,Speedy Express,Zaanse koeken,9.5,<10,3,Confections,9.5,15,0.0,0,142.5,13.41,155.91,0,0.09410526315789473,1,9.0,0,Slow,10585_47
10586,52,REGGC,9,1,2024-12-13,2024-12-01,2024,4,12,Dec,2025-01-10,2024-12-20,On time,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,Reggiani Caseifici,Maurizio Moroni,0522-556721,Reggio Emilia,Europe,42100,Italy,Anne Dodsworth,Sales Representative,London,UK,Speedy Express,Filo Mix,7.0,<10,5,Grains/Cereals,7.0,4,0.15,15,23.8,0.48,24.28,1,0.020168067226890754,1,7.0,0,Slow,10586_52
10587,26,QUEDE,1,1,2024-12-13,2024-12-01,2024,4,12,Dec,2025-01-10,2024-12-20,On time,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,(21) 555-4252,Rio de Janeiro,South America,02389-673,Brazil,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Gumbär Gummibärchen,31.23,20–50,3,Confections,31.23,6,0.0,0,187.38,14.51,201.89,0,0.07743622585121145,1,7.0,0,Slow,10587_26
10587,35,QUEDE,1,1,2024-12-13,2024-12-01,2024,4,12,Dec,2025-01-10,2024-12-20,On time,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,(21) 555-4252,Rio de Janeiro,South America,02389-673,Brazil,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Steeleye Stout,18.0,10–20,1,Beverages,18.0,20,0.0,0,360.0,27.88,387.88,0,0.07744444444444444,1,7.0,0,Slow,10587_35
10587,77,QUEDE,1,1,2024-12-13,2024-12-01,2024,4,12,Dec,2025-01-10,2024-12-20,On time,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,(21) 555-4252,Rio de Janeiro,South America,02389-673,Brazil,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Original Frankfurter grüne Soße,13.0,10–20,2,Condiments,13.0,20,0.0,0,260.0,20.13,280.13,0,0.07742307692307691,1,7.0,0,Slow,10587_77
10588,18,QUICK,2,3,2024-12-14,2024-12-01,2024,4,12,Dec,2025-01-11,2024-12-21,On time,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,Europe,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Carnarvon Tigers,62.5,>50,8,Seafood,62.5,40,0.2,20,2000.0,124.79,2124.79,1,0.062395000000000006,1,7.0,0,Slow,10588_18
10588,42,QUICK,2,3,2024-12-14,2024-12-01,2024,4,12,Dec,2025-01-11,2024-12-21,On time,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,QUICK-Stop,Horst Kloss,0372-035188,Cunewalde,Europe,1307,Germany,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Federal Shipping,Singaporean Hokkien Fried Mee,14.0,10–20,5,Grains/Cereals,14.0,100,0.2,20,1120.0,69.88,1189.88,1,0.06239285714285714,1,7.0,0,Slow,10588_42
10589,35,GREAL,8,2,2024-12-15,2024-12-01,2024,4,12,Dec,2025-01-12,2024-12-25,On time,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,(503) 555-7555,Eugene,North America,97403,USA,Laura Callahan,Inside Sales Coordinator,Seattle,USA,United Package,Steeleye Stout,18.0,10–20,1,Beverages,18.0,4,0.0,0,72.0,4.42,76.42,0,0.06138888888888889,1,10.0,0,Slow,10589_35
10590,1,MEREP,4,3,2024-12-18,2024-12-01,2024,4,12,Dec,2025-01-15,2024-12-25,On time,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,(514) 555-8054,Montréal,North America,H1J 1C3,Canada,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Chai,18.0,10–20,1,Beverages,18.0,20,0.0,0,360.0,14.64,374.64,0,0.04066666666666667,1,7.0,0,Slow,10590_1
10590,77,MEREP,4,3,2024-12-18,2024-12-01,2024,4,12,Dec,2025-01-15,2024-12-25,On time,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,(514) 555-8054,Montréal,North America,H1J 1C3,Canada,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Original Frankfurter grüne Soße,13.0,10–20,2,Condiments,13.0,60,0.05,5,741.0,30.13,771.13,1,0.040661268556005395,1,7.0,0,Slow,10590_77
10591,3,VAFFE,1,1,2024-12-18,2024-12-01,2024,4,12,Dec,2025-01-01,2024-12-27,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Aniseed Syrup,10.0,10–20,2,Condiments,10.0,14,0.0,0,140.0,9.64,149.64,0,0.06885714285714287,1,9.0,0,Slow,10591_3
10591,7,VAFFE,1,1,2024-12-18,2024-12-01,2024,4,12,Dec,2025-01-01,2024-12-27,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Uncle Bob's Organic Dried Pears,30.0,20–50,7,Produce,30.0,10,0.0,0,300.0,20.65,320.65,0,0.06883333333333333,1,9.0,0,Slow,10591_7
10591,54,VAFFE,1,1,2024-12-18,2024-12-01,2024,4,12,Dec,2025-01-01,2024-12-27,On time,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,Vaffeljernet,Palle Ibsen,86 21 32 43,Århus,Europe,8200,Denmark,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Tourtière,7.45,<10,6,Meat/Poultry,7.45,50,0.0,0,372.5,25.64,398.14,0,0.06883221476510067,1,9.0,0,Slow,10591_54
10592,15,LEHMS,3,1,2024-12-19,2024-12-01,2024,4,12,Dec,2025-01-16,2024-12-27,On time,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany,Lehmanns Marktstand,Renate Messner,069-0245984,Frankfurt a.M.,Europe,60528,Germany,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Genen Shouyu,13.0,10–20,2,Condiments,15.5,25,0.05,5,368.12,22.88,391.0,1,0.06215364555036401,1,8.0,0,Slow,10592_15
